Year,Month,Date,Number of plots,Plot number,Crop,Variety,Pounds,Pounds per plot,Calories,Calories per plot
2010,8,8/29/2010,1,,collards,,3.5,3.5,476.7,476.7
2010,9,9/4/2010,1,,collards,,2,2,272.4,272.4
2010,8,8/5/2010,1,,corn,,6.25,6.25,2780.75,2780.75
2010,8,8/31/2010,1,,corn,,19,19,8453.48,8453.48
2010,7,7/19/2010,1,,cucumbers,,25,25,1702.5,1702.5
2010,7,7/27/2010,1,,cucumbers,,2,2,136.2,136.2
2010,8,8/4/2010,1,,cucumbers,,0.5,0.5,34.05,34.05
2010,8,8/9/2010,1,,cucumbers,,1,1,68.1,68.1
2010,8,8/10/2010,1,,cucumbers,,0.5,0.5,34.05,34.05
2010,8,8/18/2010,1,,cucumbers,,2,2,136.2,136.2
2010,7,7/24/2010,1,,eggplant,,5,5,544.8,544.8
2010,7,7/25/2010,1,,eggplant,,4.5,4.5,490.32,490.32
2010,7,7/30/2010,1,,eggplant,,8,8,871.68,871.68
2010,7,7/31/2010,1,,eggplant,,2.5,2.5,272.4,272.4
2010,8,8/7/2010,1,,eggplant,,2,2,217.92,217.92
2010,8,8/12/2010,1,,eggplant,,12.25,12.25,1334.76,1334.76
2010,8,8/27/2010,1,,eggplant,,8,8,871.68,871.68
2010,8,8/28/2010,1,,eggplant,,11.5,11.5,1253.04,1253.04
2010,9,9/4/2010,1,,eggplant,,2.5,2.5,272.4,272.4
2010,9,9/11/2010,1,,eggplant,,10,10,1089.6,1089.6
2010,9,9/12/2010,1,,eggplant,,14.5,14.5,1579.92,1579.92
2010,9,9/26/2010,1,,eggplant,,13.5,13.5,1470.96,1470.96
2010,10,10/9/2010,1,,eggplant,,5.5,5.5,599.28,599.28
2010,8,8/10/2010,1,,kale,,2,2,454,454
2010,9,9/6/2010,1,,lettuce,,10,10,681,681
2010,9,9/7/2010,1,,lettuce,,15,15,1021.5,1021.5
2010,7,7/9/2010,1,,parsley,,3,3,490.32,490.32
2010,7,7/16/2010,1,,parsley,,1,1,163.44,163.44
2010,8,8/10/2010,1,,peppers,,1.25,1.25,113.5,113.5
2010,8,8/17/2010,1,,peppers,,2.5,2.5,227,227
2010,6,6/30/2010,1,,squash,,72,72,5230.08,5230.08
2010,7,7/1/2010,1,,squash,,41.25,41.25,2996.4,2996.4
2010,7,7/7/2010,1,,squash,,44,44,3196.16,3196.16
2010,7,7/9/2010,1,,squash,,60,60,4358.4,4358.4
2010,7,7/12/2010,1,,squash,,32,32,2324.48,2324.48
2010,7,7/16/2010,1,,squash,,27,27,1961.28,1961.28
2010,7,7/20/2010,1,,squash,,100,100,7264,7264
2010,7,7/24/2010,1,,squash,,5,5,363.2,363.2
2010,7,7/25/2010,1,,squash,,6,6,435.84,435.84
2010,7,7/30/2010,1,,squash,,25,25,1816,1816
2010,7,7/31/2010,1,,squash,,2,2,145.28,145.28
2010,8,8/4/2010,1,,squash,,0.75,0.75,54.48,54.48
2010,8,8/5/2010,1,,squash,,9.25,9.25,671.92,671.92
2010,8,8/10/2010,1,,squash,,7.5,7.5,544.8,544.8
2010,8,8/11/2010,1,,squash,,0.75,0.75,54.48,54.48
2010,8,8/14/2010,1,,squash,,7.75,7.75,562.96,562.96
2010,8,8/18/2010,1,,squash,,3,3,217.92,217.92
2010,8,8/4/2010,1,,tomatoes,plum,0.25,0.25,17.025,17.025
2010,8,8/13/2010,1,,tomatoes,plum,11,11,749.1,749.1
2010,8,8/16/2010,1,,tomatoes,plum,1.5,1.5,102.15,102.15
2010,8,8/17/2010,1,,tomatoes,plum,1.5,1.5,102.15,102.15
2010,8,8/18/2010,1,,tomatoes,plum,11,11,749.1,749.1
2010,8,8/22/2010,1,,tomatoes,plum,3,3,204.3,204.3
2010,8,8/24/2010,1,,tomatoes,early girl,4,4,272.4,272.4
2010,8,8/26/2010,1,,tomatoes,plum,2,2,136.2,136.2
2010,8,8/28/2010,1,,tomatoes,big boy,49.5,49.5,3370.95,3370.95
2010,8,8/28/2010,1,,tomatoes,plum,5,5,340.5,340.5
2010,8,8/30/2010,1,,tomatoes,big boy,6.5,6.5,442.65,442.65
2010,8,8/31/2010,1,,tomatoes,early girl,8.75,8.75,595.875,595.875
2010,9,9/4/2010,1,,tomatoes,big boy,14.5,14.5,987.45,987.45
2010,9,9/4/2010,1,,tomatoes,early girl,16,16,1089.6,1089.6
2010,9,9/5/2010,1,,tomatoes,early girl,4.75,4.75,323.475,323.475
2010,9,9/6/2010,1,,tomatoes,plum,9.5,9.5,646.95,646.95
2010,9,9/7/2010,1,,tomatoes,plum,10.5,10.5,715.05,715.05
2010,9,9/11/2010,1,,tomatoes,plum,2.75,2.75,187.275,187.275
2010,9,9/12/2010,1,,tomatoes,early girl,7.5,7.5,510.75,510.75
2010,9,9/14/2010,1,,tomatoes,early girl,6,6,408.6,408.6
2010,9,9/19/2010,1,,tomatoes,early girl,5,5,340.5,340.5
2010,9,9/23/2010,1,,tomatoes,early girl,3.5,3.5,238.35,238.35
2010,9,9/24/2010,1,,tomatoes,early girl,3.5,3.5,238.35,238.35
2010,9,9/26/2010,1,,tomatoes,plum,1.25,1.25,85.125,85.125
2010,10,10/3/2010,1,,tomatoes,early girl,3.5,3.5,238.35,238.35
2011,7,7/12/2011,1,1,cucumbers,,3.75,3.75,255.375,255.375
2011,7,7/29/2011,1,1,eggplant,,1.5,1.5,163.44,163.44
2011,8,8/15/2011,1,1,eggplant,,3,3,326.88,326.88
2011,9,9/6/2011,1,1,kale,,7,7,1589,1589
2011,9,9/11/2011,1,1,kale,,1,1,227,227
2011,9,9/15/2011,1,1,kale,,2.5,2.5,567.5,567.5
2011,9,9/20/2011,1,1,kale,,2,2,454,454
2011,9,9/22/2011,1,1,kale,,1.5,1.5,340.5,340.5
2011,10,10/2/2011,1,1,kale,,2.5,2.5,567.5,567.5
2011,10,10/10/2011,1,1,kale,,4,4,908,908
2011,10,10/16/2011,1,1,kale,,3,3,681,681
2011,8,8/17/2011,1,1,peppers,,0.5,0.5,45.4,45.4
2011,9,9/4/2011,1,1,peppers,,0.75,0.75,68.1,68.1
2011,9,9/25/2011,1,1,peppers,,0.25,0.25,22.7,22.7
2011,10,10/8/2011,1,1,peppers,,1.5,1.5,136.2,136.2
2011,6,6/22/2011,2.5,2,collards,,7,2.8,953.4,381.36
2011,7,7/2/2011,2.5,2,collards,,5.75,2.3,783.15,313.26
2011,7,7/10/2011,2.5,2,collards,,9.5,3.8,1293.9,517.56
2011,7,7/12/2011,2.5,2,collards,,10.25,4.1,1396.05,558.42
2011,7,7/17/2011,2.5,2,collards,,5.5,2.2,749.1,299.64
2011,7,7/23/2011,2.5,2,collards,,2,0.8,272.4,108.96
2011,7,7/29/2011,2.5,2,collards,,1,0.4,136.2,54.48
2011,8,8/2/2011,2.5,2,collards,,6.75,2.7,919.35,367.74
2011,8,8/11/2011,2.5,2,collards,,9.75,3.9,1327.95,531.18
2011,8,8/21/2011,2.5,2,collards,,7.5,3,1021.5,408.6
2011,9,9/11/2011,1,2,collards,,3.25,3.25,442.65,442.65
2011,9,9/15/2011,1,2,collards,,8,8,1089.6,1089.6
2011,10,10/6/2011,1,2,collards,,12,12,1634.4,1634.4
2011,7,7/29/2011,1,2,kale,,1.5,1.5,340.5,340.5
2011,6,6/21/2011,1,2,lettuce,,6.5,6.5,442.65,442.65
2011,6,6/21/2011,1,2,lettuce,,5,5,340.5,340.5
2011,10,10/2/2011,1,3,arugula,,3.25,3.25,368.875,368.875
2011,10,10/16/2011,1,3,arugula,,7,7,794.5,794.5
2011,6,6/30/2011,2.5,3,collards,,1,0.4,136.2,54.48
2011,7,7/13/2011,2.5,3,collards,,2.5,1,340.5,136.2
2011,7,7/23/2011,2.5,3,collards,,2,0.8,272.4,108.96
2011,6,6/22/2011,1,3,kale,,8.5,8.5,1929.5,1929.5
2011,6,6/25/2011,1,3,kale,,5.75,5.75,1305.25,1305.25
2011,6,6/30/2011,1,3,kale,,5.25,5.25,1191.75,1191.75
2011,7,7/13/2011,1,3,kale,,11.5,11.5,2610.5,2610.5
2011,7,7/23/2011,1,3,kale,,4,4,908,908
2011,8,8/10/2011,1,3,kale,,3.75,3.75,851.25,851.25
2011,8,8/19/2011,1,3,kale,,5.75,5.75,1305.25,1305.25
2011,9,9/2/2011,1,3,kale,,3,3,681,681
2011,9,9/4/2011,1,3,kale,,7,7,1589,1589
2011,9,9/11/2011,1,3,kale,,7,7,1589,1589
2011,10,10/2/2011,1,3,kale,,6,6,1362,1362
2011,10,10/16/2011,1,3,kale,,7.5,7.5,1702.5,1702.5
2011,6,6/27/2011,1,3,lettuce,,2.5,2.5,170.25,170.25
2011,6,6/30/2011,1,3,lettuce,,6.25,6.25,425.625,425.625
2011,6,6/13/2011,1,3,swiss chard,,2.5,2.5,215.65,215.65
2011,6,6/17/2011,1,3,swiss chard,,1.75,1.75,150.955,150.955
2011,6,6/20/2011,1,3,swiss chard,,1.25,1.25,107.825,107.825
2011,6,6/30/2011,1,3,swiss chard,,3.25,3.25,280.345,280.345
2011,7,7/10/2011,1,4,eggplant,,1.75,1.75,190.68,190.68
2011,7,7/21/2011,1,4,eggplant,,5.5,5.5,599.28,599.28
2011,8,8/1/2011,1,4,eggplant,,11.5,11.5,1253.04,1253.04
2011,8,8/2/2011,1,4,eggplant,,12,12,1307.52,1307.52
2011,8,8/4/2011,1,4,eggplant,,17,17,1852.32,1852.32
2011,8,8/6/2011,1,4,eggplant,,10,10,1089.6,1089.6
2011,8,8/9/2011,1,4,eggplant,,16.5,16.5,1797.84,1797.84
2011,8,8/12/2011,1,4,eggplant,,7.5,7.5,817.2,817.2
2011,8,8/26/2011,1,4,eggplant,,46.5,46.5,5066.64,5066.64
2011,9,9/3/2011,1,4,eggplant,,5,5,544.8,544.8
2011,9,9/4/2011,1,4,eggplant,,4.5,4.5,490.32,490.32
2011,9,9/7/2011,1,4,eggplant,,4.5,4.5,490.32,490.32
2011,9,9/11/2011,1,4,eggplant,,2.5,2.5,272.4,272.4
2011,9,9/25/2011,1,4,eggplant,,1.5,1.5,163.44,163.44
2011,7,7/31/2011,1,5,corn,,13,13,5783.96,5783.96
2011,7,7/31/2011,1,5,corn,,2.75,2.75,1223.53,1223.53
2011,8,8/10/2011,1,5,corn,,23,23,10233.16,10233.16
2011,7,7/10/2011,1,6,beans,,7,7,985.18,985.18
2011,7,7/13/2011,1,6,beans,,8.25,8.25,1161.105,1161.105
2011,7,7/15/2011,1,6,beans,,7.75,7.75,1090.735,1090.735
2011,7,7/19/2011,1,6,beans,,8.25,8.25,1161.105,1161.105
2011,7,7/23/2011,1,6,beans,,7.75,7.75,1090.735,1090.735
2011,7,7/29/2011,1,6,beans,,1.5,1.5,211.11,211.11
2011,8,8/12/2011,1,6,beans,,2,2,281.48,281.48
2011,8,8/17/2011,1,6,beans,,1,1,140.74,140.74
2011,8,8/18/2011,1,6,beans,,2.5,2.5,351.85,351.85
2011,8,8/20/2011,1,6,beans,,3.5,3.5,492.59,492.59
2011,8,8/26/2011,1,6,beans,,6.25,6.25,879.625,879.625
2011,8,8/8/2011,1,7,tomatoes,big boy,2.5,2.5,170.25,170.25
2011,8,8/19/2011,1,7,tomatoes,big boy,20,20,1362,1362
2011,8,8/27/2011,1,7,tomatoes,big boy,11,11,749.1,749.1
2011,9,9/2/2011,1,7,tomatoes,big boy,4,4,272.4,272.4
2011,9,9/5/2011,1,7,tomatoes,big boy,16,16,1089.6,1089.6
2011,9,9/5/2011,1,7,tomatoes,big boy,9,9,612.9,612.9
2011,9,9/6/2011,1,7,tomatoes,big boy,12.25,12.25,834.225,834.225
2011,9,9/8/2011,1,7,tomatoes,big boy,12,12,817.2,817.2
2011,9,9/8/2011,1,7,tomatoes,big boy,8,8,544.8,544.8
2011,9,9/11/2011,1,7,tomatoes,big boy,3.5,3.5,238.35,238.35
2011,9,9/16/2011,1,7,tomatoes,big boy,14,14,953.4,953.4
2011,9,9/16/2011,1,7,tomatoes,big boy,12,12,817.2,817.2
2011,9,9/18/2011,1,7,tomatoes,big boy,4.75,4.75,323.475,323.475
2011,8,8/12/2011,1,8,tomatoes,jet star,9.75,9.75,663.975,663.975
2011,8,8/20/2011,1,8,tomatoes,jet star,11.75,11.75,800.175,800.175
2011,8,8/26/2011,1,8,tomatoes,jet star,9,9,612.9,612.9
2011,9,9/5/2011,1,8,tomatoes,jet star,23,23,1566.3,1566.3
2011,9,9/8/2011,1,8,tomatoes,jet star,8,8,544.8,544.8
2011,9,9/13/2011,1,8,tomatoes,jet star,1.75,1.75,119.175,119.175
2011,9,9/3/2011,1,9,tomatoes,plum,3,3,204.3,204.3
2011,8,8/21/2011,1,10,tomatoes,plum,6.75,6.75,459.675,459.675
2011,9,9/11/2011,1,10,tomatoes,cherry,1,1,68.1,68.1
2011,9,9/14/2011,1,10,tomatoes,cherry,11.75,11.75,800.175,800.175
2011,9,9/18/2011,1,10,tomatoes,cherry,5.75,5.75,391.575,391.575
2011,6,6/25/2011,2.5,11,collards,,8.75,3.5,1191.75,476.7
2011,6,6/25/2011,2.5,11,collards,,2,0.8,272.4,108.96
2011,6,6/25/2011,2.5,11,collards,,8.75,3.5,1191.75,476.7
2011,6,6/25/2011,2.5,11,collards,,2,0.8,272.4,108.96
2011,7,7/5/2011,2.5,11,collards,,14.5,5.8,1974.9,789.96
2011,7,7/17/2011,2.5,11,collards,,5.5,2.2,749.1,299.64
2011,7,7/18/2011,2.5,11,collards,,10,4,1362,544.8
2011,7,7/31/2011,2.5,11,collards,,13.5,5.4,1838.7,735.48
2011,8,8/12/2011,2.5,11,collards,,12,4.8,1634.4,653.76
2011,8,8/18/2011,2.5,11,collards,,4.25,1.7,578.85,231.54
2011,8,8/23/2011,1,11,collards,,7.25,7.25,987.45,987.45
2011,9,9/2/2011,1,11,collards,,3,3,408.6,408.6
2011,9,9/11/2011,1,11,collards,,6,6,817.2,817.2
2011,9,9/16/2011,1,11,collards,,5,5,681,681
2011,10,10/10/2011,1,11,collards,,20,20,2724,2724
2011,8,8/23/2011,1,12,tomatoes,,9.5,9.5,646.95,646.95
2011,8,8/26/2011,1,12,tomatoes,,8.5,8.5,578.85,578.85
2011,9,9/2/2011,1,12,tomatoes,,12,12,817.2,817.2
2011,9,9/17/2011,1,12,tomatoes,,14,14,953.4,953.4
2011,7,7/5/2011,1,12,zucchini,,5.5,5.5,399.52,399.52
2011,7,7/7/2011,1,12,zucchini,,19.5,19.5,1416.48,1416.48
2011,7,7/11/2011,1,12,zucchini,,57,57,4140.48,4140.48
2011,7,7/18/2011,1,12,zucchini,,4,4,290.56,290.56
2011,7,7/28/2011,1,12,zucchini,,28,28,2033.92,2033.92
2011,7,7/31/2011,1,12,zucchini,,8,8,581.12,581.12
2011,8,8/3/2011,1,12,zucchini,,7,7,508.48,508.48
2011,8,8/5/2011,1,12,zucchini,,8,8,581.12,581.12
2011,8,8/8/2011,1,12,zucchini,,6.75,6.75,490.32,490.32
2011,8,8/16/2011,1,12,zucchini,,8.5,8.5,617.44,617.44
2011,8,8/17/2011,1,12,zucchini,,1,1,72.64,72.64
2011,9,9/6/2011,1,13,cabbage,,2,2,227,227
2011,9,9/22/2011,1,13,cabbage,,5.75,5.75,652.625,652.625
2011,7,7/18/2011,1,13,tomatoes,,15,15,1021.5,1021.5
2011,8,8/8/2011,1,13,tomatoes,,7.5,7.5,510.75,510.75
2011,8,8/16/2011,1,13,tomatoes,,16,16,1089.6,1089.6
2011,8,8/17/2011,1,13,tomatoes,,18,18,1225.8,1225.8
2011,8,8/27/2011,1,13,tomatoes,,7.25,7.25,493.725,493.725
2011,9,9/20/2011,1,13,tomatoes,,14.5,14.5,987.45,987.45
2011,7,7/5/2011,1,14,turnips,,4.5,4.5,572.04,572.04
2011,7,7/18/2011,1,14,turnips,,42,42,5339.04,5339.04
2011,7,7/25/2011,1,14,turnips,,8,8,1016.96,1016.96
2011,7,7/11/2011,1,15,cucumbers,,17,17,1157.7,1157.7
2011,7,7/13/2011,1,15,cucumbers,,23,23,1566.3,1566.3
2011,7,7/15/2011,1,15,cucumbers,,8,8,544.8,544.8
2011,7,7/18/2011,1,15,cucumbers,,10,10,681,681
2011,7,7/20/2011,1,15,cucumbers,,13,13,885.3,885.3
2011,7,7/22/2011,1,15,cucumbers,,12,12,817.2,817.2
2011,7,7/26/2011,1,15,cucumbers,,9,9,612.9,612.9
2011,7,7/17/2011,1,,cabbage,savoy,11.25,11.25,1276.875,1276.875
2012,7,7/29/2012,1,1,corn,,1,1,444.92,444.92
2012,8,8/4/2012,1,1,corn,,7,7,3114.44,3114.44
2012,8,8/5/2012,1,1,corn,,6.5,6.5,2891.98,2891.98
2012,8,8/17/2012,1,1,corn,,4.75,4.75,2113.37,2113.37
2012,7,7/14/2012,1,2,beans,,3,3,422.22,422.22
2012,7,7/17/2012,1,2,beans,,4,4,562.96,562.96
2012,7,7/29/2012,1,2,beans,,9,9,1266.66,1266.66
2012,8,8/3/2012,1,2,beans,,1,1,140.74,140.74
2012,7,7/8/2012,1,3,broccoli,,3.5,3.5,540.26,540.26
2012,7,7/10/2012,1,3,broccoli,,7.5,7.5,1157.7,1157.7
2012,7,7/11/2012,1,3,broccoli,,3.5,3.5,540.26,540.26
2012,8,8/5/2012,1,4,zucchini,,6,6,435.84,435.84
2012,8,8/15/2012,1,4,zucchini,,11,11,799.04,799.04
2012,7,7/29/2012,1,5,cabbage,,23.5,23.5,2667.25,2667.25
2012,7,7/31/2012,1,5,cabbage,,15,15,1702.5,1702.5
2012,8,8/2/2012,1,5,cabbage,,12,12,1362,1362
2012,8,8/15/2012,1,5,cabbage,,32.25,32.25,3660.375,3660.375
2012,7,7/14/2012,1,5,zucchini,,75,75,5448,5448
2012,7,7/17/2012,1,5,zucchini,,8,8,581.12,581.12
2012,7,7/28/2012,2,6,basil,,1,0.5,104.42,52.21
2012,7,7/28/2012,2,6,basil,,1,0.5,104.42,52.21
2012,8,8/15/2012,1,6,basil,,3,3,313.26,313.26
2012,8,8/21/2012,1,6,basil,,3,3,313.26,313.26
2012,8,8/2/2012,2,6,beans,,1.23,0.615,173.1102,86.5551
2012,6,6/20/2012,1,6,lettuce,,16,16,1089.6,1089.6
2012,7,7/28/2012,2,6,peas,,0.5,0.25,167.98,83.99
2012,7,7/28/2012,2,6,peas,,0.5,0.25,167.98,83.99
2012,7,7/28/2012,2,6,peppers,,2.25,1.125,204.3,102.15
2012,6,6/24/2012,1,6,zucchini,,19,19,1380.16,1380.16
2012,6,6/28/2012,1,6,zucchini,,3.5,3.5,254.24,254.24
2012,7,7/2/2012,1,6,zucchini,,43,43,3123.52,3123.52
2012,7,7/2/2012,2,5,zucchini,,16.25,8.125,1180.4,590.2
2012,7,7/5/2012,1,6,zucchini,,29.5,29.5,2142.88,2142.88
2012,7,7/8/2012,1,5,zucchini,,27.5,27.5,1997.6,1997.6
2012,7,7/9/2012,2,6,zucchini,,10.25,5.125,744.56,372.28
2012,7,7/11/2012,1,5,zucchini,,10,10,726.4,726.4
2012,7,7/14/2012,1,6,zucchini,,18.5,18.5,1343.84,1343.84
2012,7,7/16/2012,2,5,zucchini,,7.25,3.625,526.64,263.32
2012,7,7/17/2012,1,6,zucchini,,21,21,1525.44,1525.44
2012,7,7/19/2012,1,5,zucchini,,21,21,1525.44,1525.44
2012,7,7/21/2012,1,6,zucchini,,12,12,871.68,871.68
2012,7,7/22/2012,2,5,zucchini,,14,7,1016.96,508.48
2012,7,7/25/2012,1,6,zucchini,,2,2,145.28,145.28
2012,7,7/27/2012,2,5,zucchini,,6.25,3.125,454,227
2012,7,7/27/2012,2,6,zucchini,,7.75,3.875,562.96,281.48
2012,7,7/29/2012,1,5,zucchini,,13,13,944.32,944.32
2012,7,7/29/2012,2,6,zucchini,,8,4,581.12,290.56
2012,8,8/2/2012,1,6,zucchini,,10,10,726.4,726.4
2012,8,8/9/2012,1,6,zucchini,,4,4,290.56,290.56
2012,7,7/2/2012,1,7,basil,,1.5,1.5,156.63,156.63
2012,7,7/22/2012,1,7,basil,,1.5,1.5,156.63,156.63
2012,8,8/4/2012,1,7,basil,,1.5,1.5,156.63,156.63
2012,7,7/29/2012,1,7,tomatoes,big boy,4,4,272.4,272.4
2012,8,8/9/2012,1,7,tomatoes,big boy,56,56,3813.6,3813.6
2012,8,8/15/2012,1,7,tomatoes,big boy,18,18,1225.8,1225.8
2012,8,8/17/2012,1,7,tomatoes,big boy,28,28,1906.8,1906.8
2012,8,8/21/2012,1,7,tomatoes,big boy,14,14,953.4,953.4
2012,8,8/27/2012,1,7,tomatoes,big boy,5.5,5.5,374.55,374.55
2012,8,8/28/2012,1,7,tomatoes,big boy,16,16,1089.6,1089.6
2012,8,8/31/2012,1,7,tomatoes,big boy,5,5,340.5,340.5
2012,9,9/5/2012,1,7,tomatoes,big boy,8,8,544.8,544.8
2012,9,9/7/2012,1,7,tomatoes,big boy,15,15,1021.5,1021.5
2012,6,6/23/2012,1,7,zucchini,,10,10,726.4,726.4
2012,7,7/2/2012,1,8,basil,,1.5,1.5,156.63,156.63
2012,7,7/22/2012,1,8,basil,,1.5,1.5,156.63,156.63
2012,8,8/9/2012,1,8,cucumbers,,1,1,68.1,68.1
2012,7,7/28/2012,1,8,tomatoes,cherry,3,3,204.3,204.3
2012,7,7/29/2012,1,8,tomatoes,cherry,2,2,136.2,136.2
2012,8,8/4/2012,1,8,tomatoes,cherry,8,8,544.8,544.8
2012,8,8/21/2012,1,8,tomatoes,cherry,3,3,204.3,204.3
2012,8,8/28/2012,1,8,tomatoes,cherry,2,2,136.2,136.2
2012,8,8/31/2012,1,8,tomatoes,cherry,3,3,204.3,204.3
2012,9,9/5/2012,1,8,tomatoes,cherry,1,1,68.1,68.1
2012,7,7/22/2012,1,9,eggplant,,5.25,5.25,572.04,572.04
2012,7,7/27/2012,1,9,eggplant,,7,7,762.72,762.72
2012,8,8/3/2012,1,9,eggplant,,13.75,13.75,1498.2,1498.2
2012,8,8/5/2012,1,9,eggplant,,8,8,871.68,871.68
2012,8,8/13/2012,1,9,eggplant,,12,12,1307.52,1307.52
2012,8,8/19/2012,1,9,eggplant,,5,5,544.8,544.8
2012,8,8/5/2012,1,9,zucchini,,15,15,1089.6,1089.6
2012,8,8/3/2012,1,10,tomatoes,big boy,10,10,681,681
2012,8,8/7/2012,1,10,tomatoes,big boy,11,11,749.1,749.1
2012,8,8/10/2012,1,10,tomatoes,big boy,25,25,1702.5,1702.5
2012,8,8/15/2012,1,10,tomatoes,big boy,20,20,1362,1362
2012,8,8/17/2012,1,10,tomatoes,big boy,137,137,9329.7,9329.7
2012,8,8/21/2012,1,10,tomatoes,big boy,36,36,2451.6,2451.6
2012,8,8/24/2012,1,10,tomatoes,big boy,159,159,10827.9,10827.9
2012,8,8/31/2012,1,10,tomatoes,big boy,27,27,1838.7,1838.7
2012,7,7/9/2012,1,11,cucumbers,,35,35,2383.5,2383.5
2012,7,7/11/2012,1,11,cucumbers,,6,6,408.6,408.6
2012,7,7/13/2012,1,11,cucumbers,,7,7,476.7,476.7
2012,7,7/16/2012,1,11,cucumbers,,7.5,7.5,510.75,510.75
2012,7,7/17/2012,1,11,cucumbers,,10,10,681,681
2012,7,7/18/2012,1,11,cucumbers,,5,5,340.5,340.5
2012,7,7/21/2012,1,11,cucumbers,,6,6,408.6,408.6
2012,7,7/24/2012,1,11,cucumbers,,9,9,612.9,612.9
2012,7,7/25/2012,1,11,cucumbers,,9,9,612.9,612.9
2012,7,7/27/2012,1,11,cucumbers,,3.25,3.25,221.325,221.325
2012,7,7/29/2012,1,11,cucumbers,,11,11,749.1,749.1
2012,8,8/2/2012,1,11,cucumbers,,5,5,340.5,340.5
2012,8,8/5/2012,1,11,cucumbers,,9,9,612.9,612.9
2012,8,8/5/2012,1,11,cucumbers,,9,9,612.9,612.9
2012,8,8/9/2012,1,11,cucumbers,,5,5,340.5,340.5
2012,8,8/10/2012,1,11,cucumbers,,4,4,272.4,272.4
2012,8,8/19/2012,1,11,cucumbers,,2,2,136.2,136.2
2012,7,7/25/2012,1,11,parsley,,1.5,1.5,245.16,245.16
2012,8,8/5/2012,1,11,parsley,,1.5,1.5,245.16,245.16
2012,6,6/26/2012,1,11,lettuce,,8,8,544.8,544.8
2012,6,6/29/2012,1,11,lettuce,,4,4,272.4,272.4
2012,7,7/9/2012,1,11,lettuce,,20,20,1362,1362
2012,7,7/11/2012,1,11,lettuce,,13,13,885.3,885.3
2012,7,7/17/2012,1,11,lettuce,,4,4,272.4,272.4
2012,7,7/18/2012,1,11,squash,yellow,3,3,217.92,217.92
2012,8,8/5/2012,1,11,squash,yellow,9.5,9.5,690.08,690.08
2012,9,9/23/2012,1,12,beans,,5,5,703.7,703.7
2012,8,8/5/2012,1,12,cucumbers,,5.25,5.25,357.525,357.525
2012,8,8/9/2012,1,12,squash,,1,1,72.64,72.64
2012,6,6/30/2012,1,12,turnips,,30,30,3813.6,3813.6
2012,7,7/14/2012,1,12,turnips,,50,50,6356,6356
2012,6,6/30/2012,1,13,kale,,15,15,3405,3405
2012,8,8/8/2012,1,13,kale,,9.75,9.75,2213.25,2213.25
2012,8,8/17/2012,1,13,kale,,8,8,1816,1816
2012,8,8/27/2012,1,13,kale,,9,9,2043,2043
2012,6,6/30/2012,1,14,squash,yellow,115,115,8353.6,8353.6
2012,7,7/28/2012,1,14,squash,yellow,9.5,9.5,690.08,690.08
2012,8,8/3/2012,1,14,squash,yellow,16.5,16.5,1198.56,1198.56
2012,8,8/8/2012,1,14,squash,yellow,4,4,290.56,290.56
2012,8,8/9/2012,1,14,squash,yellow,10.25,10.25,744.56,744.56
2012,8,8/15/2012,1,14,squash,yellow,16.25,16.25,1180.4,1180.4
2012,8,8/20/2012,1,14,squash,yellow,2.5,2.5,181.6,181.6
2012,8,8/27/2012,1,14,squash,yellow,1,1,72.64,72.64
2012,8,8/30/2012,1,14,squash,yellow,4.5,4.5,326.88,326.88
2012,9,9/7/2012,1,14,squash,yellow,2.75,2.75,199.76,199.76
2012,9,9/14/2012,1,14,squash,yellow,3.5,3.5,254.24,254.24
2012,6,6/30/2012,1,15,peppers,italian,25,25,2270,2270
2012,7,7/31/2012,1,15,peppers,italian,2,2,181.6,181.6
2012,8,8/8/2012,1,15,peppers,italian,11.5,11.5,1044.2,1044.2
2012,8,8/13/2012,1,15,peppers,italian,3.25,3.25,295.1,295.1
2012,8,8/24/2012,1,15,peppers,italian,2,2,181.6,181.6
2012,8,8/25/2012,1,15,peppers,italian,2,2,181.6,181.6
2012,8,8/31/2012,1,15,peppers,italian,4,4,363.2,363.2
2012,9,9/9/2012,1,15,peppers,italian,4,4,363.2,363.2
2012,9,9/22/2012,1,15,peppers,italian,3,3,272.4,272.4
2012,10,10/3/2012,1,15,peppers,italian,14.5,14.5,1316.6,1316.6
2012,10,10/3/2012,1,15,tomatoes,san marzano,4.5,4.5,306.45,306.45
2012,7,7/31/2012,1,,kale,,5,5,1135,1135
2012,8,8/8/2012,1,,kale,,1.5,1.5,340.5,340.5
2012,8,8/24/2012,1,,kale,,4,4,908,908
2012,8,8/31/2012,1,,kale,,1.75,1.75,397.25,397.25
2012,8,8/13/2012,1,,tomatoes,cherry,1.5,1.5,102.15,102.15
2012,9,9/9/2012,1,,tomatoes,plum,5.5,5.5,374.55,374.55
2012,8,8/5/2012,1,5,zucchini,,3,3,217.92,217.92
2012,8,8/13/2012,1,5,zucchini,,3,3,217.92,217.92
2012,8,8/30/2012,1,5,zucchini,,7.5,7.5,544.8,544.8
2013,7,7/22/2013,1,5,corn,,25,25,11123,11123
2013,7,7/31/2013,1,5,corn,,4,4,1779.68,1779.68
2013,7,7/22/2013,1,5,squash,,1,1,72.64,72.64
